Trajectories
100
,,Subj:LASI,,,Subj:RASI,,,Subj:LPSI,,,Subj:RPSI,,,Subj:LTHI,,,Subj:LKNE,,,Subj:LTIB,,,Subj:LANK,,,Subj:LHEE,,,Subj:LTOE,,,Subj:RTHI,,,Subj:RKNE,,,Subj:RTIB,,,Subj:RANK,,,Subj:RHEE,,,Subj:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
18,0,11.2002,419.978,1128.75,37.7318,149.902,1129.34,-188.532,342.459,1188.91,-170.281,210.432,1194.22,4.77287,493.338,846.491,63.8895,484.777,661.646,-59.6243,493.286,554.734,-252.12,430.456,388.795,-318.722,382.264,405.692,-190.78,412.114,245.797,-9.61885,94.0225,841.355,-12.4583,136.776,651.365,-76.5533,141.135,448.137,-136.661,192.196,243.681,-209.172,227.113,213.685,0.604182,209.742,192.477
19,0,10.4305,419.195,1131.34,36.0884,149.354,1130.2,-189.305,342.095,1191.84,-171.196,209.805,1196.49,8.01517,493.088,850.413,70.6405,483.569,666.624,-50.5844,491.501,555.849,-236.89,429.503,381.7,-304.825,381.251,394.492,-166.389,411.669,243.212,-15.872,94.2911,842.007,-23.2496,136.776,652.183,-88.4696,141.063,449.387,-148.938,191.985,244.84,-221.415,226.917,215.435,-11.9012,209.56,192.314
20,0,9.71052,418.477,1134.14,34.4683,148.885,1131.15,-190.057,341.814,1194.95,-172.076,209.268,1198.89,11.2833,492.878,854.602,76.5804,482.234,671.641,-41.9775,489.626,556.655,-220.992,428.58,373.583,-289.937,380.216,382.098,-141.705,411.503,240.277,-22.0001,94.7204,842.88,-34.1051,136.863,653.298,-100.411,141.021,450.942,-161.219,191.784,246.277,-233.659,226.705,217.523,-24.4957,209.369,192.147
21,0,9.05684,417.834,1137.09,32.8814,148.495,1132.19,-190.777,341.615,1198.18,-172.914,208.837,1201.41,14.5155,492.7,858.983,81.6332,480.796,676.585,-33.8231,487.697,557.099,-204.397,427.689,364.625,-273.978,379.13,368.725,-116.77,411.704,237.138,-28.0269,95.2772,843.955,-44.9459,137.011,654.695,-112.321,140.997,452.793,-173.488,191.59,248,-245.889,226.473,219.97,-37.1805,209.162,191.968
22,0,8.48803,417.277,1140.17,31.3374,148.182,1133.31,-191.452,341.502,1201.49,-173.703,208.527,1204.01,17.6408,492.547,863.474,85.7351,479.277,681.349,-26.1304,485.75,557.142,-187.071,426.832,355.033,-256.879,377.978,354.617,-91.5898,412.311,233.936,-33.9784,95.9277,845.212,-55.6942,137.198,656.355,-124.143,140.982,454.924,-185.722,191.395,250.012,-258.083,226.218,222.788,-49.9553,208.93,191.771
23,0,8.02412,416.816,1143.32,29.8462,147.947,1134.5,-192.065,341.48,1204.83,-174.434,208.352,1206.66,20.5849,492.408,867.99,88.838,477.704,685.829,-18.8995,483.816,556.759,-168.981,426.008,345.034,-238.592,376.762,340.04,-66.1549,413.3,230.808,-39.8762,96.6401,846.631,-66.2737,137.402,658.253,-135.822,140.965,457.315,-197.903,191.193,252.309,-270.22,225.936,225.984,-62.8185,208.671,191.554
24,0,7.68604,416.455,1146.52,28.4179,147.788,1135.76,-192.596,341.555,1208.15,-175.101,208.325,1209.32,23.2741,492.276,872.44,90.9135,476.105,689.934,-12.1216,481.922,555.938,-150.106,425.22,334.865,-219.096,375.497,325.275,-40.4504,414.591,227.893,-45.7329,97.3853,848.194,-76.6108,137.605,660.359,-147.305,140.939,459.939,-210.008,190.978,254.883,-282.28,225.624,229.555,-75.7677,208.383,191.315
25,0,7.49487,416.197,1149.7,27.0632,147.704,1137.08,-193.026,341.739,1211.4,-175.692,208.46,1211.98,25.6387,492.146,876.734,91.9558,474.509,693.581,-5.78082,480.092,554.685,-130.444,424.467,324.768,-198.412,374.213,310.606,-14.4728,416.059,225.33,-51.5475,98.1389,849.883,-86.6344,137.794,662.641,-158.542,140.898,462.766,-222.017,190.742,257.719,-294.243,225.279,233.488,-88.8,208.066,191.06
26,0,7.47092,416.041,1152.83,25.7933,147.693,1138.46,-193.333,342.044,1214.54,-176.199,208.766,1214.59,27.6143,492.017,880.781,91.9857,472.943,696.708,0.144492,478.344,553.021,-110.029,423.748,314.976,-176.608,372.946,296.312,11.7563,417.55,223.267,-57.3039,98.8815,851.679,-96.2765,137.959,665.059,-169.485,140.837,465.761,-233.912,190.481,260.796,-306.091,224.896,237.763,-101.912,207.723,190.796
27,0,7.63277,415.981,1155.85,24.6199,147.75,1139.89,-193.494,342.483,1217.52,-176.613,209.252,1217.11,29.1429,491.9,884.492,91.0519,471.434,699.266,5.68014,476.691,550.98,-88.9356,423.06,305.708,-153.807,371.733,282.655,38.1784,418.904,221.855,-62.9695,99.599,853.563,-105.472,138.097,667.572,-180.088,140.754,468.884,-245.675,190.19,264.09,-317.809,224.474,242.352,-115.099,207.361,190.534
28,0,7.99629,416.011,1158.72,23.5553,147.873,1141.35,-193.49,343.074,1220.29,-176.925,209.924,1219.52,30.1727,491.807,887.778,89.2329,470.004,701.225,10.8543,475.141,548.61,-67.2927,422.399,297.152,-130.195,370.607,269.869,64.6875,419.973,221.242,-68.4971,100.283,855.507,-114.161,138.206,670.132,-190.31,140.648,472.09,-257.288,189.862,267.57,-329.385,224.009,247.218,-128.356,206.984,190.286
29,0,8.57361,416.119,1161.37,22.6118,148.058,1142.82,-193.301,343.83,1222.81,-177.128,210.783,1221.76,30.6599,491.761,890.556,86.6366,468.674,702.577,15.6961,473.698,545.965,-45.284,421.754,289.459,-106.022,369.593,258.148,91.1232,420.64,221.559,-73.8268,100.93,857.484,-122.282,138.291,672.688,-200.11,140.518,475.333,-268.736,189.495,271.204,-340.808,223.498,252.323,-141.675,206.601,190.063
30,0,9.37225,416.295,1163.77,21.8021,148.301,1144.28,-192.912,344.765,1225.05,-177.214,211.829,1223.8,30.5712,491.787,892.75,83.3995,467.458,703.329,20.2337,472.363,543.105,-23.1515,421.114,282.735,-81.6004,368.701,247.639,117.268,420.829,222.899,-78.8897,101.541,859.455,-129.781,138.356,675.183,-209.453,140.366,478.563,-280.005,189.084,274.957,-352.07,222.94,257.622,-155.046,206.218,189.877
31,0,10.3945,416.526,1165.86,21.1379,148.599,1145.71,-192.312,345.889,1226.96,-177.178,213.055,1225.6,29.8889,491.91,894.293,79.6833,466.363,703.508,24.4933,471.133,540.091,-1.1916,420.465,277.03,-57.3021,367.931,238.433,142.846,420.513,225.289,-83.612,102.122,861.377,-136.605,138.41,677.558,-218.302,140.19,481.727,-291.078,188.624,278.794,-363.162,222.333,263.074,-168.457,205.839,189.732
32,0,11.6366,416.8,1167.6,20.6301,148.951,1147.07,-191.496,347.209,1228.52,-177.018,214.452,1227.13,28.617,492.151,895.133,75.6705,465.391,703.156,28.4979,470.003,536.984,20.2537,419.791,272.338,-33.5457,367.268,230.564,167.534,419.702,228.673,-87.9186,102.68,863.199,-142.701,138.462,679.748,-226.625,139.992,484.773,-301.939,188.111,282.679,-374.07,221.674,268.634,-181.894,205.468,189.626
33,0,13.0892,417.108,1168.95,20.2877,149.356,1148.33,-190.465,348.726,1229.69,-176.732,216.007,1228.33,26.7892,492.521,895.239,71.5583,464.538,702.331,32.2666,468.966,533.84,40.8092,419.073,268.598,-10.7838,366.688,224.008,190.964,418.446,232.885,-91.7371,103.228,864.861,-148.021,138.521,681.686,-234.39,139.77,487.648,-312.567,187.54,286.576,-384.78,220.961,274.267,-195.344,205.105,189.548
34,0,14.7363,417.443,1169.88,20.1173,149.816,1149.43,-189.226,350.432,1230.46,-176.321,217.7,1229.17,24.4768,493.017,894.606,67.5504,463.793,701.099,35.8137,468.014,530.709,60.0835,418.295,265.699,10.516,366.159,218.689,212.747,416.809,237.65,-95.0007,103.778,866.298,-152.518,138.592,683.3,-241.562,139.524,490.3,-322.939,186.905,290.454,-395.266,220.191,279.94,-208.792,204.749,189.482
35,0,16.5568,417.799,1170.38,20.1224,150.334,1150.34,-187.796,352.315,1230.81,-175.792,219.51,1229.62,21.795,493.616,893.262,63.8487,463.14,699.535,39.1487,467.139,527.633,77.6884,417.439,263.489,29.8932,365.647,214.492,232.488,414.863,242.587,-97.6501,104.343,867.441,-156.147,138.682,684.522,-248.109,139.25,492.682,-333.022,186.2,294.287,-405.495,219.36,285.631,-222.228,204.395,189.401
36,0,18.5238,418.177,1170.42,20.303,150.915,1151.01,-186.199,354.352,1230.72,-175.15,221.411,1229.65,18.9049,494.282,891.268,60.6436,462.559,697.718,42.2761,466.334,524.649,93.2595,416.493,261.794,46.9177,365.12,211.269,249.809,412.676,247.241,-99.635,104.936,868.219,-158.868,138.792,685.281,-253.996,138.945,494.75,-342.781,185.417,298.052,-415.418,218.462,291.328,-235.646,204.037,189.274
37,0,20.6063,418.581,1170.01,20.6548,151.562,1151.4,-184.465,356.515,1230.19,-174.407,223.374,1229.23,16.0114,494.959,888.723,58.1038,462.03,695.726,45.1959,465.593,521.781,106.477,415.445,260.429,61.2148,364.552,208.859,264.372,410.299,251.124,-100.914,105.569,868.561,-160.641,138.922,685.514,-259.187,138.602,496.469,-352.169,184.549,301.736,-424.974,217.49,297.031,-249.047,203.671,189.072
38,0,22.7699,419.017,1169.15,21.169,152.282,1151.45,-182.632,358.765,1229.22,-173.576,225.368,1228.36,13.3534,495.587,885.759,56.3674,461.533,693.634,47.9033,464.911,519.051,117.086,414.291,259.22,72.4879,363.924,207.098,275.909,407.774,253.775,-101.454,106.252,868.404,-161.433,139.067,685.162,-263.642,138.216,497.813,-361.132,183.588,305.334,-434.085,216.436,302.754,-262.439,203.293,188.768
39,0,24.9775,419.495,1167.88,21.8326,153.079,1151.14,-180.743,361.06,1227.84,-172.674,227.363,1227.02,11.1878,496.102,882.538,55.5334,461.05,691.51,50.3897,464.289,516.472,124.911,413.032,258.017,80.5381,363.226,205.835,284.237,405.128,254.816,-101.231,106.991,867.691,-161.217,139.22,684.178,-267.323,137.779,498.764,-369.609,182.527,308.853,-442.659,215.289,308.52,-275.835,202.901,188.349
40,0,27.191,420.027,1166.22,22.6282,153.958,1150.43,-178.846,363.353,1226.05,-171.717,229.326,1225.21,9.76695,496.451,879.236,55.6551,460.57,689.41,52.642,463.727,514.052,129.866,411.677,256.709,85.2785,362.462,204.939,289.281,402.388,254.009,-100.228,107.788,866.383,-159.973,139.369,682.532,-270.188,137.283,499.321,-377.53,181.362,312.31,-450.59,214.04,314.369,-289.25,202.498,187.82
41,0,29.3719,420.626,1164.22,23.5343,154.918,1149.29,-176.991,365.592,1223.88,-170.727,231.227,1222.95,9.31245,496.598,876.037,56.7357,460.089,687.379,54.6435,463.231,511.792,131.962,410.242,255.226,86.7407,361.643,204.304,291.081,399.585,251.294,-98.4359,108.641,864.456,-157.692,139.503,680.207,-272.198,136.719,499.493,-384.818,180.089,315.734,-457.764,212.681,320.345,-302.695,202.092,187.212
42,0,31.4828,421.305,1161.92,24.5262,155.96,1147.73,-175.225,367.729,1221.38,-169.724,233.037,1220.26,9.9874,496.536,873.11,58.7268,459.612,685.445,56.3731,462.808,509.693,131.307,408.751,253.548,85.0735,360.788,203.852,289.799,396.762,246.802,-95.8526,109.543,861.909,-154.372,139.605,677.212,-273.314,136.083,499.303,-391.395,178.712,319.165,-464.062,211.208,326.499,-316.166,201.689,186.584
43,0,33.4883,422.074,1159.39,25.577,157.079,1145.73,-173.597,369.715,1218.58,-168.73,234.732,1217.18,11.8717,496.288,870.593,61.5297,459.151,683.623,57.8051,462.469,507.749,128.093,407.237,251.696,80.5322,359.922,203.532,285.705,393.978,240.848,-92.4866,110.481,858.766,-150.028,139.662,673.576,-273.502,135.366,498.792,-397.179,177.235,322.649,-469.365,209.623,332.882,-329.632,201.298,186.026
44,0,35.3558,422.945,1156.67,26.6581,158.267,1143.32,-172.149,371.51,1215.54,-167.767,236.292,1213.74,14.9437,495.907,868.582,64.9996,458.728,681.911,58.9091,462.225,505.951,122.59,405.736,249.725,73.4602,359.075,203.313,279.16,391.305,233.881,-88.3574,111.438,855.078,-144.684,139.658,669.354,-272.733,134.567,498.01,-402.089,175.673,326.242,-473.566,207.937,339.54,-343.024,200.924,185.657
45,0,37.0563,423.921,1153.85,27.7405,159.514,1140.54,-170.916,373.08,1212.3,-166.855,237.701,1210,19.0716,495.47,867.114,68.9525,458.37,680.296,59.6494,462.088,504.289,115.118,404.289,247.709,64.2638,358.274,203.179,270.587,388.82,226.432,-83.4987,112.393,850.919,-138.379,139.58,664.625,-270.985,133.684,497.019,-406.049,174.043,329.997,-476.573,206.17,346.506,-356.216,200.561,185.612
46,0,38.5652,425.005,1150.98,28.7962,160.805,1137.42,-169.925,374.4,1208.94,-166.015,238.949,1206.02,24.017,495.073,866.167,73.1749,458.11,678.753,59.9851,462.065,502.746,106.032,402.937,245.733,53.3831,357.545,203.123,260.437,386.597,219.042,-77.9604,113.323,846.389,-131.166,139.418,659.489,-268.246,132.723,495.892,-408.988,172.37,333.966,-478.317,204.354,353.796,-369.022,200.194,186.037
47,0,39.8625,426.195,1148.11,29.7986,162.124,1134.02,-169.194,375.46,1205.52,-165.263,240.032,1201.87,29.4511,494.812,865.656,77.4343,457.981,677.248,59.8704,462.166,501.307,95.6948,401.716,243.876,41.2619,356.908,203.142,249.147,384.695,212.188,-71.811,114.202,841.607,-123.107,139.167,654.069,-264.513,131.689,494.706,-410.845,170.687,338.192,-478.758,202.533,361.4,-381.185,199.789,187.068
48,0,40.9331,427.485,1145.32,30.724,163.454,1130.43,-168.731,376.258,1202.09,-164.613,240.952,1197.63,34.9812,494.778,865.45,81.4921,458.012,675.746,59.256,462.392,499.951,84.4557,400.656,242.201,28.3199,356.375,203.23,237.118,383.15,206.236,-65.1382,115.008,836.705,-114.278,138.824,648.501,-259.796,130.598,493.539,-411.571,169.028,342.701,-477.888,200.759,369.282,-392.382,199.301,188.816
49,0,41.7669,428.862,1142.63,31.5521,164.777,1126.71,-168.532,376.808,1198.74,-164.08,241.715,1193.38,40.1866,495.04,865.382,85.1149,458.229,674.21,58.0905,462.741,498.659,72.6322,399.777,240.751,14.9296,355.948,203.382,224.682,381.97,201.405,-58.0481,115.72,831.821,-104.759,138.395,642.932,-254.115,129.467,492.468,-411.128,167.432,347.502,-475.732,199.09,377.375,-402.235,198.672,191.353
50,0,42.3588,430.311,1140.11,32.2662,166.074,1122.96,-168.585,377.131,1195.51,-163.67,242.335,1189.19,44.6577,495.637,865.275,88.087,458.65,672.609,56.3228,463.206,497.412,60.4952,399.087,239.544,1.39993,355.624,203.584,212.096,381.136,197.766,-50.6629,116.321,827.093,-94.6357,137.889,637.513,-247.502,128.321,491.564,-409.491,165.937,352.579,-472.346,197.586,385.581,-410.328,197.839,194.698
51,0,42.7082,431.817,1137.78,32.8542,167.329,1119.27,-168.871,377.261,1192.48,-163.391,242.825,1185.15,48.0338,496.576,864.963,90.22,459.279,670.92,53.905,463.774,496.192,48.2604,398.581,238.575,-12.0328,355.387,203.824,199.54,380.602,195.253,-43.1157,116.803,822.652,-83.9976,137.325,632.392,-240.003,127.187,490.89,-406.65,164.579,357.889,-467.813,196.301,393.771,-416.243,196.744,198.808
52,0,42.8186,433.357,1135.67,33.3078,168.528,1115.72,-169.364,377.236,1189.7,-163.245,243.204,1181.33,50.0357,497.831,864.316,91.3613,460.11,669.132,50.7952,464.426,494.986,36.0855,398.246,237.824,-25.2064,355.221,204.085,187.122,380.308,193.701,-35.5446,117.163,818.612,-72.9318,136.724,627.712,-231.668,126.096,490.494,-402.608,163.39,363.361,-462.237,195.279,401.793,-419.589,195.349,203.581
53,0,42.6975,434.911,1133.8,33.6229,169.66,1112.41,-170.032,377.098,1187.22,-163.232,243.49,1177.8,50.4888,499.345,863.253,91.3994,461.124,667.247,46.9604,465.141,493.788,24.0721,398.056,237.254,-38.0282,355.103,204.354,174.889,380.187,192.888,-28.0843,117.404,815.071,-61.5233,136.113,623.599,-222.561,125.082,490.414,-397.382,162.391,368.897,-455.733,194.547,409.476,-420.038,193.644,208.859
54,0,42.355,436.459,1132.18,33.7993,170.717,1109.41,-170.843,376.89,1185.1,-163.35,243.705,1174.64,49.3328,501.036,861.756,90.2666,462.29,665.279,42.3791,465.894,492.596,12.2717,397.982,236.827,-50.4657,355.011,204.62,162.851,380.172,192.575,-20.858,117.538,812.105,-49.8524,135.523,620.164,-212.749,124.177,490.669,-390.997,161.597,374.376,-448.419,194.111,416.633,-417.359,191.659,214.44
55,0,41.8042,437.978,1130.82,33.8397,171.694,1106.8,-171.765,376.651,1183.35,-163.594,243.864,1171.89,46.6208,502.812,859.87,87.9393,463.566,663.26,37.0428,466.658,491.416,0.694601,397.991,236.504,-62.5338,354.926,204.876,150.986,380.204,192.541,-13.9696,117.581,809.766,-37.9946,134.987,617.497,-202.304,123.413,491.264,-383.492,161.01,379.657,-440.408,193.956,423.076,-411.438,189.465,220.098
56,0,41.0598,439.449,1129.73,33.7498,172.591,1104.63,-172.767,376.417,1182.03,-163.956,243.987,1169.61,42.5049,504.573,857.694,84.4342,464.902,661.228,30.957,467.407,490.264,-10.68,398.051,236.253,-74.2813,354.834,205.123,139.262,380.237,192.608,-7.49637,117.551,808.086,-26.0204,134.538,615.667,-191.3,122.815,492.187,-374.91,160.62,384.583,-431.796,194.042,428.618,-402.293,187.172,225.602
57,0,40.1376,440.854,1128.9,33.5375,173.407,1102.95,-173.822,376.214,1181.14,-164.429,244.085,1167.83,37.2138,506.227,855.37,79.8039,466.242,659.235,24.1412,468.115,489.16,-21.8934,398.133,236.053,-85.7775,354.728,205.369,127.638,380.24,192.651,-1.48475,117.47,807.079,-13.9963,134.205,614.718,-179.813,122.404,493.412,-365.304,160.409,388.994,-422.662,194.314,433.082,-390.062,184.919,230.733
58,0,39.0546,442.178,1128.33,33.2125,174.147,1101.79,-174.908,376.063,1180.7,-165.002,244.17,1166.58,31.0246,507.69,853.057,74.1294,467.532,657.333,16.6274,468.76,488.129,-32.998,398.214,235.894,-97.1004,354.607,205.627,116.079,380.195,192.599,4.05174,117.358,806.743,-1.98647,134.015,614.671,-167.916,122.19,494.899,-354.727,160.35,392.731,-413.059,194.701,436.309,-374.994,182.855,235.304
59,0,37.8278,443.407,1128,32.7857,174.815,1101.17,-176.008,375.973,1180.7,-165.664,244.249,1165.88,24.232,508.902,850.917,67.5123,468.717,655.578,8.45866,469.322,487.203,-44.0491,398.278,235.778,-108.327,354.477,205.917,104.551,380.095,192.429,9.13146,117.232,807.066,9.94565,133.99,615.528,-155.679,122.176,496.597,-343.233,160.41,395.646,-403.011,195.132,438.164,-357.416,181.116,239.175
60,0,36.4741,444.531,1127.92,32.2695,175.416,1101.08,-177.11,375.945,1181.15,-166.402,244.324,1165.72,17.1195,509.82,849.091,60.0668,469.75,654.022,-0.313483,469.785,486.414,-55.0985,398.316,235.717,-119.525,354.347,206.264,93.0267,379.943,192.152,13.8006,117.107,808.025,21.7351,134.142,617.265,-143.168,122.356,498.447,-330.876,160.554,397.607,-392.517,195.536,438.539,-337.698,179.81,242.257
