Trajectories
100
,,Subj:LASI,,,Subj:RASI,,,Subj:LPSI,,,Subj:RPSI,,,Subj:LTHI,,,Subj:LKNE,,,Subj:LTIB,,,Subj:LANK,,,Subj:LHEE,,,Subj:LTOE,,,Subj:RTHI,,,Subj:RKNE,,,Subj:RTIB,,,Subj:RANK,,,Subj:RHEE,,,Subj:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
10,0,72.1327,428.875,1122.54,113.733,157.99,1130.03,-117.949,309.623,1192.5,-97.6968,205.412,1195.14,39.7215,501.733,844.811,62.298,496.132,650.13,-64.884,477.323,501.043,-246.928,403.867,383.997,-307.38,344.246,415.087,-233.082,383.604,223.033,92.9675,100.442,845.219,105.299,147.038,657.482,51.2445,152.388,451.264,-5.42988,201.082,244.733,-84.7445,235.281,201.99,134.118,226.776,192.477
11,0,71.6887,428.19,1123.16,112.152,156.979,1130.4,-118.852,309.607,1192.92,-99.0626,205.378,1195.66,41.8211,501.009,845.466,69.8203,495.799,651.932,-56.6608,477.549,502.574,-239.54,404.803,386.763,-301.673,345.225,416.172,-222.032,386.995,226.523,88.1551,99.7002,845.155,98.4312,146.139,657.037,43.2999,151.959,451.109,-14.1869,200.783,244.803,-93.6404,235.198,202.461,125.101,226.461,192.308
12,0,71.1743,427.529,1124.04,110.476,156.017,1130.84,-119.832,309.655,1193.54,-100.498,205.404,1196.29,43.7047,500.192,846.339,77.1926,495.24,654.043,-48.3828,477.583,504.067,-231.585,405.925,388.604,-295.799,346.461,416.03,-209.413,390.253,229.544,83.3129,99.2299,845.251,91.3583,145.406,656.766,35.2894,151.666,451.126,-22.9695,200.543,244.987,-102.55,235.156,203.055,116.055,226.19,192.158
13,0,70.5917,426.893,1125.16,108.713,155.107,1131.35,-120.883,309.766,1194.37,-101.996,205.49,1197.03,45.4364,499.321,847.433,84.3612,494.471,656.434,-40.0915,477.452,505.494,-223.189,407.218,389.48,-289.686,347.964,414.624,-195.421,393.278,232.003,78.4564,99.0154,845.469,84.1421,144.844,656.66,27.2324,151.504,451.31,-31.783,200.368,245.296,-111.483,235.156,203.791,106.968,225.97,192.019
14,0,69.944,426.288,1126.5,106.87,154.256,1131.94,-122,309.937,1195.38,-103.548,205.635,1197.88,47.0836,498.432,848.752,91.2674,493.515,659.071,-31.8294,477.186,506.825,-214.423,408.629,389.365,-283.253,349.719,411.93,-180.261,396.005,233.835,73.6033,99.0348,845.778,76.8436,144.454,656.71,19.1467,151.465,451.654,-40.6312,200.262,245.741,-120.443,235.197,204.688,97.8293,225.804,191.887
15,0,69.236,425.714,1128.06,104.955,153.468,1132.58,-123.173,310.169,1196.56,-105.145,205.836,1198.84,48.7132,497.563,850.297,97.8488,492.393,661.913,-23.6376,476.814,508.026,-205.267,410.109,388.222,-276.415,351.692,407.937,-164.138,398.406,235.011,68.772,99.2597,846.154,69.5203,144.231,656.904,11.0485,151.536,452.151,-49.515,200.224,246.331,-129.434,235.281,205.762,88.6309,225.693,191.755
16,0,68.4739,425.176,1129.81,102.979,152.749,1133.27,-124.395,310.457,1197.91,-106.778,206.094,1199.9,50.3866,496.743,852.066,104.041,491.126,664.915,-15.5543,476.363,509.062,-195.673,411.622,386.03,-269.085,353.824,402.652,-147.239,400.496,235.539,63.9788,99.6572,846.579,62.2244,144.166,657.231,2.95206,151.702,452.793,-58.4331,200.254,247.072,-138.456,235.404,207.028,79.367,225.635,191.618
17,0,67.6655,424.677,1131.73,100.951,152.105,1134,-125.653,310.803,1199.39,-108.435,206.408,1201.04,52.1561,496,854.056,109.781,489.737,668.027,-7.61254,475.861,509.899,-185.623,413.15,382.816,-261.177,356.045,396.096,-129.729,402.328,235.459,59.2358,100.191,847.041,55.0005,144.245,657.677,-5.12966,151.947,453.571,-67.3813,200.346,247.968,-147.506,235.565,208.496,70.0343,225.624,191.471
18,0,66.8204,424.221,1133.8,98.8853,151.538,1134.76,-126.938,311.203,1201.01,-110.104,206.778,1202.27,54.0602,495.352,856.259,115.007,488.246,671.197,0.160508,475.331,510.507,-175.115,414.677,378.628,-252.611,358.274,388.309,-111.739,403.981,234.843,54.5494,100.825,847.535,47.8841,144.451,658.229,-13.185,152.254,454.475,-76.3528,200.492,249.019,-156.579,235.758,210.169,60.632,225.651,191.31
19,0,65.9499,423.81,1135.99,96.7933,151.054,1135.55,-128.236,311.658,1202.73,-111.774,207.201,1203.57,56.1211,494.807,858.664,119.661,486.676,674.372,7.74484,474.791,510.858,-164.124,416.182,373.509,-243.31,360.435,379.354,-93.3655,405.551,233.783,49.9204,101.522,848.062,40.9017,144.763,658.873,-21.203,152.607,455.495,-85.3393,200.685,250.22,-165.667,235.977,212.049,51.161,225.707,191.132
20,0,65.0668,423.448,1138.28,94.6894,150.654,1136.36,-129.535,312.166,1204.53,-113.432,207.679,1204.94,58.343,494.365,861.253,123.693,485.046,677.497,15.1278,474.255,510.934,-152.642,417.624,367.536,-233.202,362.459,369.31,-74.6684,407.134,232.388,45.3444,102.252,848.62,34.07,145.161,659.596,-29.1734,152.989,456.618,-94.3311,200.911,251.565,-174.764,236.216,214.131,41.6238,225.779,190.936
21,0,64.1852,423.139,1140.63,92.5882,150.34,1137.18,-130.819,312.728,1206.4,-115.065,208.211,1206.35,60.7113,494.018,864.003,127.059,483.377,680.523,22.3036,473.732,510.728,-140.739,418.941,360.865,-222.224,364.294,358.287,-55.6777,408.807,230.776,40.8138,102.99,849.213,27.3968,145.622,660.383,-37.0861,153.387,457.833,-103.318,201.161,253.043,-183.859,236.465,216.404,32.0234,225.855,190.722
22,0,63.3205,422.884,1143.03,90.5053,150.112,1137.99,-132.076,313.343,1208.31,-116.659,208.797,1207.81,63.194,493.751,866.883,129.728,481.685,683.401,29.2729,473.227,510.24,-128.533,420.071,353.706,-210.316,365.909,346.415,-36.3982,410.617,229.064,36.321,103.718,849.841,20.8821,146.126,661.22,-44.9318,153.79,459.126,-112.29,201.422,254.642,-192.945,236.718,218.857,22.363,225.924,190.493
23,0,62.4885,422.687,1145.44,88.4563,149.971,1138.79,-133.29,314.012,1210.24,-118.202,209.437,1209.28,65.7429,493.544,869.858,131.678,479.99,686.089,36.0412,472.738,509.486,-116.083,420.976,346.22,-197.43,367.295,333.858,-16.8191,412.57,227.367,31.8604,104.425,850.501,14.52,146.655,662.095,-52.7016,154.189,460.484,-121.239,201.683,256.346,-202.013,236.965,221.473,12.6454,225.973,190.25
24,0,61.7056,422.549,1147.83,86.4576,149.914,1139.58,-134.447,314.735,1212.16,-119.681,210.133,1210.76,68.2969,493.376,872.881,132.901,478.307,688.549,42.6172,472.264,508.493,-103.298,421.666,338.449,-183.53,368.462,320.803,3.07672,414.625,225.792,27.4319,105.11,851.189,8.30039,147.196,662.995,-60.3871,154.578,461.893,-130.158,201.933,258.143,-211.059,237.198,224.236,2.87265,225.996,189.999
25,0,60.9883,422.471,1150.17,84.5253,149.939,1140.35,-135.534,315.513,1214.04,-121.084,210.883,1212.22,70.7845,493.229,875.903,133.405,476.652,690.752,49.0112,471.798,507.297,-89.9692,422.192,330.358,-168.595,369.433,307.466,23.3011,416.697,224.435,23.0421,105.777,851.896,2.21178,147.738,663.909,-67.9811,154.954,463.341,-139.041,202.165,260.017,-220.076,237.409,227.129,-6.95369,225.986,189.744
26,0,60.3522,422.456,1152.43,82.6755,150.042,1141.08,-136.535,316.347,1215.87,-122.399,211.69,1213.65,73.1273,493.087,878.864,133.209,475.039,692.674,55.2324,471.332,505.944,-75.8975,422.623,321.949,-152.635,370.239,294.083,43.8502,418.664,223.378,18.7059,106.437,852.612,-3.75623,148.274,664.828,-75.4764,155.316,464.816,-147.885,202.369,261.956,-229.062,237.589,230.135,-16.8328,225.94,189.489
27,0,59.8123,422.505,1154.59,80.9239,150.22,1141.77,-137.44,317.238,1217.62,-123.615,212.553,1215.03,75.2435,492.945,881.701,132.352,473.479,694.301,61.2874,470.855,504.483,-60.9936,423.024,313.34,-135.69,370.907,280.905,64.6935,420.382,222.688,14.4456,107.103,853.326,-9.6103,148.801,665.745,-82.8663,155.661,466.305,-156.689,202.54,263.949,-238.013,237.732,233.241,-26.764,225.858,189.24
28,0,59.3824,422.618,1156.62,79.2854,150.47,1142.41,-138.237,318.186,1219.25,-124.723,213.472,1216.33,77.0507,492.804,884.345,130.887,471.984,695.624,67.1776,470.358,502.966,-45.299,423.434,304.765,-117.848,371.454,268.184,85.7646,421.7,222.414,10.2904,107.791,854.025,-15.3508,149.32,666.65,-90.1433,155.991,467.798,-165.453,202.671,265.989,-246.928,237.828,236.434,-36.7462,225.742,189.002
29,0,59.0743,422.795,1158.49,77.774,150.787,1143,-138.916,319.193,1220.76,-125.713,214.449,1217.54,78.4698,492.677,886.727,128.882,470.563,696.64,72.8975,469.83,501.44,-28.9432,423.847,296.502,-99.2482,371.886,256.161,106.953,422.483,222.587,6.27435,108.515,854.695,-20.9699,149.835,667.537,-97.2985,156.307,469.284,-174.177,202.758,268.07,-255.806,237.87,239.707,-46.7773,225.596,188.782
30,0,58.898,423.038,1160.18,76.4023,151.168,1143.53,-139.47,320.258,1222.11,-126.579,215.482,1218.63,79.4281,492.583,888.777,126.419,469.222,697.355,78.4331,469.259,499.945,-12.0939,424.204,288.808,-80.0869,372.189,245.052,128.101,422.625,223.212,2.43422,109.288,855.325,-26.4496,150.351,668.396,-104.32,156.608,470.753,-182.862,202.796,270.189,-264.646,237.848,243.052,-56.854,225.423,188.583
31,0,58.8613,423.346,1161.67,75.1811,151.611,1143.99,-139.891,321.381,1223.28,-127.314,216.571,1219.58,79.8633,492.545,890.433,123.593,467.967,697.778,83.7609,468.636,498.512,5.07047,424.396,281.876,-60.6231,372.337,235.034,148.997,422.065,224.271,-1.19257,110.12,855.903,-31.7609,150.873,669.218,-111.195,156.896,472.192,-191.507,202.782,272.346,-273.449,237.753,246.469,-66.9711,225.229,188.411
32,0,58.9693,423.719,1162.94,74.1196,152.112,1144.36,-140.178,322.562,1224.26,-127.915,217.715,1220.37,79.7285,492.588,891.637,120.507,466.8,697.922,88.8474,467.954,497.158,22.3569,424.29,275.844,-41.1735,372.293,226.231,169.384,420.798,225.709,-4.56964,111.015,856.419,-36.864,151.409,669.988,-117.902,157.169,473.591,-200.109,202.71,274.54,-282.211,237.575,249.954,-77.122,225.018,188.266
33,0,59.2248,424.158,1163.97,73.2243,152.67,1144.66,-140.327,323.798,1225.02,-128.379,218.911,1220.98,78.9968,492.733,892.346,117.273,465.723,697.805,93.6497,467.204,495.885,39.5334,423.771,270.818,-22.106,372.02,218.709,188.961,418.874,227.443,-7.66274,111.975,856.861,-41.7084,151.963,670.69,-124.418,157.427,474.938,-208.661,202.579,276.775,-290.93,237.304,253.51,-87.2985,224.793,188.15
34,0,59.6275,424.663,1164.75,72.4993,153.285,1144.85,-140.34,325.088,1225.55,-128.706,220.158,1221.4,77.6674,492.991,892.534,114.002,464.734,697.445,98.1169,466.384,494.682,56.2946,422.78,266.873,-3.8257,371.483,212.47,207.4,416.392,229.351,-10.4402,112.997,857.218,-46.2347,152.538,671.302,-130.713,157.668,476.218,-217.153,202.384,279.053,-299.598,236.933,257.14,-97.4923,224.558,188.059
35,0,60.1747,425.233,1165.27,71.9461,153.956,1144.95,-140.22,326.428,1225.83,-128.899,221.451,1221.61,75.7704,493.364,892.192,110.805,463.832,696.863,102.192,465.495,493.525,72.2386,421.34,264.025,13.2429,370.663,207.457,224.357,413.493,231.282,-12.873,114.073,857.477,-50.3763,153.133,671.798,-136.753,157.888,477.418,-225.568,202.124,281.377,-308.206,236.455,260.848,-107.696,224.312,187.988
36,0,60.8607,425.867,1165.53,71.5631,154.684,1144.93,-139.974,327.813,1225.87,-128.96,222.787,1221.6,73.3714,493.837,891.334,107.787,463.016,696.08,105.818,464.542,492.38,86.8801,419.55,262.196,28.6787,369.558,203.561,239.497,410.343,233.06,-14.9337,115.194,857.621,-54.0624,153.744,672.148,-142.498,158.083,478.524,-233.884,201.797,283.749,-316.735,235.869,264.643,-117.902,224.058,187.927
37,0,61.6775,426.565,1165.53,71.3457,155.469,1144.79,-139.609,329.239,1225.65,-128.898,224.16,1221.35,70.573,494.383,889.996,105.041,462.283,695.116,108.935,463.533,491.208,99.7237,417.55,261.189,42.0895,368.19,200.637,252.513,407.114,234.494,-16.5964,116.346,857.632,-57.2201,154.364,672.319,-147.904,158.249,479.521,-242.072,201.401,286.172,-325.161,235.177,268.535,-128.11,223.796,187.864
38,0,62.6144,427.327,1165.26,71.2863,156.312,1144.52,-139.137,330.7,1225.17,-128.72,225.565,1220.87,67.5147,494.966,888.236,102.646,461.633,693.991,111.496,462.484,489.965,110.372,415.471,260.702,53.1378,366.6,198.517,263.149,403.968,235.4,-17.8356,117.514,857.486,-59.7779,154.978,672.276,-152.923,158.379,480.399,-250.093,200.938,288.649,-333.446,234.386,272.539,-138.32,223.527,187.783
39,0,63.6585,428.15,1164.74,71.3742,157.213,1144.11,-138.569,332.189,1224.43,-128.436,226.994,1220.14,64.3667,495.542,886.129,100.663,461.065,692.724,113.458,461.414,488.614,118.598,413.397,260.375,61.565,364.851,197.028,271.224,401.044,235.614,-18.6266,118.681,857.159,-61.6683,155.57,671.984,-157.503,158.464,481.149,-257.901,200.408,291.183,-341.54,233.51,276.677,-148.539,223.251,187.668
40,0,64.7946,429.032,1163.98,71.596,158.173,1143.57,-137.92,333.697,1223.46,-128.061,228.441,1219.18,61.3212,496.07,883.769,99.1305,460.583,691.332,114.799,460.346,487.123,124.333,411.361,259.851,67.2119,363.018,196.01,276.645,398.444,235.017,-18.945,119.83,856.625,-62.83,156.119,671.411,-161.591,158.496,481.765,-265.439,199.814,293.779,-349.377,232.567,280.976,-158.777,222.973,187.505
41,0,66.0059,429.972,1163,71.9356,159.189,1142.87,-137.208,335.217,1222.24,-127.608,229.899,1217.98,58.578,496.518,881.256,98.065,460.19,689.832,115.509,459.305,485.471,127.554,409.389,258.839,70.0323,361.183,195.322,279.42,396.232,233.549,-18.768,120.941,855.859,-63.2105,156.603,670.528,-165.134,158.465,482.247,-272.644,199.159,296.444,-356.875,231.583,285.471,-169.049,222.694,187.281
42,0,67.2739,430.966,1161.8,72.3749,160.26,1142.03,-136.448,336.74,1220.82,-127.094,231.359,1216.55,56.3269,496.867,878.694,97.4594,459.893,688.239,115.6,458.317,483.653,128.16,407.53,257.169,70.0978,359.427,194.855,279.657,394.43,231.223,-18.0751,121.995,854.838,-62.7679,156.998,669.316,-168.079,158.36,482.603,-279.445,198.446,299.189,-363.937,230.584,290.203,-179.368,222.422,186.995
43,0,68.579,432.009,1160.42,72.8936,161.382,1141.03,-135.66,338.256,1219.19,-126.536,232.816,1214.9,54.7295,497.117,876.182,97.2839,459.7,686.568,115.099,457.407,481.675,125.951,405.851,254.838,67.5931,357.822,194.531,277.56,393.029,228.125,-16.8501,122.973,853.547,-61.4723,157.28,667.763,-170.375,158.171,482.847,-285.764,197.678,302.028,-370.45,229.599,295.216,-189.744,222.161,186.652
44,0,69.9003,433.098,1158.89,73.4702,162.55,1139.89,-134.862,339.758,1217.4,-125.954,234.26,1213.05,53.9002,497.289,873.808,97.4878,459.617,684.833,114.051,456.596,479.561,120.835,404.383,252.029,62.8007,356.423,194.299,273.409,391.989,224.411,-15.0823,123.858,851.981,-59.3073,157.429,665.87,-171.975,157.885,482.999,-291.522,196.858,304.981,-376.293,228.655,300.558,-200.179,221.918,186.273
45,0,71.2168,434.227,1157.22,74.0823,163.756,1138.61,-134.073,341.235,1215.46,-125.365,235.686,1211.03,53.8912,497.42,871.641,98.0017,459.651,683.047,112.507,455.904,477.343,113.172,403.084,249.09,56.0772,355.268,194.135,267.539,391.254,220.285,-12.7681,124.634,850.149,-56.2706,157.429,663.653,-172.835,157.493,483.089,-296.637,195.99,308.07,-381.343,227.778,306.275,-210.655,221.698,185.893
46,0,72.5068,435.389,1155.44,74.7071,164.993,1137.19,-133.312,342.681,1213.41,-124.789,237.087,1208.85,54.6834,497.562,869.725,98.7414,459.809,681.225,110.525,455.342,475.062,103.929,401.883,246.43,47.8229,354.37,194.029,260.311,390.761,215.982,-9.91303,125.289,848.071,-52.3745,157.269,661.139,-172.92,156.985,483.151,-301.034,195.076,311.322,-385.478,226.985,312.405,-221.133,221.504,185.562
47,0,73.749,436.578,1153.6,75.3221,166.25,1135.65,-132.596,344.086,1211.29,-124.246,238.458,1206.54,56.1845,497.768,868.082,99.6117,460.093,679.378,108.163,454.917,472.762,94.344,400.781,244.379,38.4492,353.725,193.981,252.082,390.443,211.736,-6.53294,125.815,845.786,-47.646,156.944,658.373,-172.201,156.353,483.223,-304.642,194.119,314.767,-388.592,226.289,318.977,-231.544,221.335,185.347
48,0,74.9225,437.787,1151.71,75.9054,167.517,1134.01,-131.942,345.446,1209.12,-123.753,239.794,1204.13,58.2348,498.092,866.703,100.51,460.502,677.521,105.468,454.627,470.487,85.2968,399.884,243.061,28.347,353.308,193.993,243.18,390.24,207.756,-2.65507,126.207,843.345,-42.1262,156.458,655.409,-170.66,155.592,483.348,-307.401,193.122,318.431,-390.601,225.692,326,-241.781,221.184,185.325
49,0,76.0073,439.006,1149.82,76.4365,168.781,1132.29,-131.365,346.753,1206.95,-123.328,241.092,1201.65,60.6216,498.575,865.558,101.333,461.032,675.665,102.477,454.468,468.275,76.9143,399.327,242.369,17.8606,353.082,194.064,233.885,390.101,204.206,1.68108,126.468,840.813,-35.869,155.821,652.317,-168.287,154.701,483.567,-309.263,192.09,322.34,-391.451,225.19,333.461,-251.699,221.035,185.582
50,0,76.9846,440.228,1147.94,76.8964,170.029,1130.5,-130.88,348.002,1204.8,-122.986,242.347,1199.15,63.0992,499.241,864.598,101.975,461.674,673.822,99.2119,454.428,466.159,68.7707,399.16,242.068,7.26973,353,194.191,224.416,389.985,201.195,6.42345,126.606,838.263,-28.9395,155.051,649.174,-165.086,153.681,483.919,-310.196,191.029,326.513,-391.124,224.772,341.324,-261.113,220.868,186.203
51,0,77.8368,441.444,1146.11,77.2682,171.25,1128.69,-130.497,349.191,1202.72,-122.74,243.558,1196.66,65.4127,500.096,863.761,102.34,462.415,672.006,95.679,454.492,464.159,60.4125,399.311,241.926,-3.2196,353.014,194.364,214.928,389.862,198.767,11.5079,126.631,835.773,-21.4117,154.174,646.064,-161.068,152.542,484.438,-310.18,189.946,330.956,-389.637,224.423,349.519,-269.802,220.65,187.265
52,0,78.5486,442.646,1144.36,77.5375,172.431,1126.87,-130.227,350.316,1200.74,-122.601,244.723,1194.2,67.3222,501.124,862.983,102.337,463.241,670.226,91.8701,454.643,462.29,51.695,399.616,241.786,-13.4748,353.076,194.569,205.517,389.715,196.913,16.8592,126.561,833.418,-13.3656,153.218,643.072,-156.259,151.296,485.15,-309.212,188.853,335.665,-387.049,224.124,357.952,-277.518,220.343,188.832
53,0,79.1062,443.825,1142.7,77.6926,173.561,1125.09,-130.076,351.375,1198.89,-122.578,245.839,1191.83,68.6242,502.295,862.205,101.886,464.132,668.496,87.7665,454.864,460.557,42.7449,399.9,241.567,-23.4293,353.148,194.795,196.23,389.534,195.576,22.3932,126.413,831.269,-4.88455,152.217,640.285,-150.692,149.961,486.072,-307.299,187.759,340.616,-383.449,223.856,366.497,-283.996,219.906,190.94
54,0,79.4985,444.974,1141.17,77.7245,174.63,1123.37,-130.052,352.367,1197.2,-122.677,246.904,1189.58,69.168,503.564,861.381,100.923,465.071,666.826,83.3431,455.135,458.96,33.7582,400.046,241.247,-33.0701,353.199,195.027,187.076,389.318,194.671,28.0198,126.209,829.385,3.9475,151.206,637.785,-144.41,148.564,487.211,-304.461,186.68,345.765,-378.953,223.604,375.004,-288.968,219.295,193.595
55,0,79.7163,446.086,1139.77,77.6272,175.629,1121.74,-130.156,353.291,1195.7,-122.901,247.918,1187.49,68.865,504.88,860.485,99.3956,466.036,665.228,78.5736,455.442,457.497,24.8649,400.038,240.848,-42.4232,353.212,195.259,178.043,389.073,194.096,33.6467,125.969,827.815,13.0487,150.221,635.648,-137.463,147.134,488.562,-300.725,185.628,351.049,-373.691,223.354,383.305,-292.185,218.469,196.769
56,0,79.7533,447.153,1138.53,77.3976,176.553,1120.25,-130.391,354.147,1194.4,-123.25,248.877,1185.59,67.6896,506.192,859.513,97.2681,467.009,663.715,73.4354,455.77,456.163,16.107,399.94,240.414,-51.5379,353.18,195.488,169.102,388.808,193.75,39.1836,125.715,826.591,22.3407,149.297,633.94,-129.908,145.705,490.11,-296.124,184.616,356.381,-367.795,223.097,391.22,-293.426,217.398,200.395
57,0,79.6053,448.172,1137.46,77.0358,177.396,1118.93,-130.755,354.936,1193.34,-123.723,249.779,1183.91,65.6742,507.452,858.481,94.5203,467.972,662.299,67.9133,456.107,454.956,7.46921,399.837,239.987,-60.4741,353.104,195.717,160.223,388.532,193.542,44.5469,125.465,825.735,31.7504,148.464,632.718,-121.807,144.313,491.831,-290.693,183.654,361.656,-361.394,222.823,398.56,-292.523,216.066,204.371
58,0,79.2711,449.137,1136.57,76.5444,178.158,1117.8,-131.245,355.656,1192.51,-124.314,250.621,1182.48,62.8973,508.62,857.426,91.1477,468.909,660.993,62.0025,456.443,453.877,-1.08721,399.778,239.598,-69.2916,352.998,195.954,151.38,388.258,193.399,49.6639,125.238,825.255,41.2093,147.751,632.027,-113.224,142.996,493.695,-284.47,182.749,366.753,-354.598,222.526,405.141,-289.362,214.474,208.565
59,0,78.7515,450.046,1135.86,75.9288,178.838,1116.89,-131.858,356.309,1191.94,-125.018,251.401,1181.33,59.4688,509.667,856.394,87.1601,469.804,659.81,55.709,456.773,452.928,-9.59931,399.768,239.269,-78.0431,352.877,196.214,142.548,387.994,193.27,54.4762,125.047,825.151,50.654,147.181,631.899,-104.226,141.789,495.663,-277.49,181.905,371.537,-347.491,222.197,410.789,-283.899,212.644,212.827
60,0,78.05,450.896,1135.33,75.1971,179.439,1116.23,-132.588,356.893,1191.64,-125.823,252.114,1180.48,55.5141,510.573,855.438,82.5808,470.647,658.766,49.0498,457.09,452.117,-18.0897,399.794,239.015,-86.7697,352.761,196.513,133.711,387.748,193.124,58.9418,124.903,825.413,60.0243,146.769,632.353,-94.8819,140.723,497.695,-269.792,181.12,375.868,-340.132,221.825,415.344,-276.155,210.62,216.991
61,0,77.172,451.688,1134.98,74.3594,179.965,1115.83,-133.426,357.409,1191.59,-126.722,252.757,1179.95,51.1596,511.328,854.61,77.4446,471.427,657.872,42.0509,457.394,451.453,-26.5707,399.849,238.856,-95.4998,352.666,196.869,124.86,387.525,192.945,63.0361,124.815,826.032,69.2625,146.529,633.397,-85.2607,139.825,499.748,-261.41,180.389,379.606,-332.547,221.395,418.666,-266.213,208.462,220.898
