Devices
1000
,,Myon - Voltage,,,,,,,,,,,,,
Frame,Sub Frame,GC-M,TA,SOL,VM,VL,RF,BF,ST,GLUT-M,EO,Gracilis,GC-L,Semimembranosus
,,V,V,V,V,V,V,V,V,V,V,V,V,V
15,4,0.0271606,0.0253296,-0.0106812,-2.98584,0.0363159,0.0778198,0.0112915,0.0396729,0.0491333,-1.19629,-0.020752,0.0262451,0.0305176
16,0,0.0195312,-0.00152588,0.0241089,-3.16101,0.0271606,0.0494385,0.043335,0.0219727,0.0161743,-0.867615,-0.0326538,0.0274658,0.0186157
16,1,0.0216675,0.00427246,0.0125122,-3.18726,0.0469971,0.00396729,0.0271606,0.0384521,0.0274658,-0.406494,-0.03479,0.00793457,0.0405884
16,2,0.0323486,-0.00335693,0.0357056,-3.20557,0.0140381,0.017395,0.0311279,0.0262451,0.00823975,0.0390625,-0.0296021,0.0219727,0.00854492
16,3,0.0192261,0.0262451,0.0436401,-3.14178,0.0186157,0.0244141,0.0396729,-0.0372314,0.0253296,0.374451,-0.0650024,0.0210571,0.0308228
16,4,0.0164795,0.0247192,0.0393677,-3.0954,0.0192261,0.045166,0.115967,0.039978,0.0296021,0.43457,-0.0210571,0.0201416,0.071106
17,0,0.0384521,0.0292969,0.0247192,-2.90894,0.0299072,0.0177002,0.0204468,0.0231934,0.0357056,0.427246,-0.0189209,0.032959,0.00610352
17,1,0.0149536,-0.0149536,0.000610352,-2.82959,0.0393677,0.0204468,0.0305176,0.0128174,0.03479,0.456543,-0.0387573,-0.00396729,0.0234985
17,2,0.0311279,0.0390625,-0.00274658,-1.64246,0.0088501,0.0363159,0.0363159,0.0317383,0.0296021,0.389709,-0.0292969,0.0131226,0.0222778
17,3,0.0540161,0.020752,0.00488281,0.582275,0.0198364,0.0247192,-0.0146484,0.0308228,0.0350952,0.3479,-0.0296021,0.0177002,0.0259399
17,4,0.0219727,0.0259399,0.00213623,2.73529,0.0283813,0.027771,0.0146484,0.00427246,0.0112915,0.211792,-0.00762939,0.0427246,0.0466919
18,0,0.038147,0.0167847,0.00640869,3.34534,0.0134277,0.0112915,-0.0228882,0.0323486,0.0192261,0.123901,-0.0283813,0.0210571,0.0125122
18,1,0.0750732,0.0100708,0.00183105,3.30872,0.0244141,0.0125122,0.0311279,0.038147,0.0363159,0.232849,-0.0311279,0.0527954,0.0131226
18,2,0.0378418,0.0012207,0.0100708,3.26233,0.0500488,0.0180054,0.0411987,0.03479,0.0396729,0.234985,-0.043335,0.0259399,0.0646973
18,3,0.0411987,0.00854492,0.00946045,3.27179,0.0213623,0.0247192,0.0466919,0.0326538,0.0402832,0.181274,-0.0177002,0.0454712,0.0222778
18,4,0.038147,0.0183105,-0.017395,3.18878,0.0253296,-0.0598145,0.0299072,0.0274658,0.00396729,0.13916,-0.0341797,0.0183105,0.0213623
19,0,0.0317383,-0.0262451,0.0137329,3.05115,0.0228882,0.0167847,0.0241089,0.0350952,0.03479,0.117188,-0.0292969,0.0265503,0.0222778
19,1,0.0296021,-0.00610352,0.0250244,2.95685,0.0219727,0.0222778,0.0408936,0.0250244,0.038147,-0.132141,-0.027771,0.0219727,0.057373
19,2,0.0186157,0.0164795,0.00732422,1.67297,0.0390625,0.0283813,0.0280762,0.0372314,0.0543213,-0.71106,-0.0354004,0.0177002,0.0247192
19,3,0.0396729,0.0366211,0.00610352,-0.491333,0.0427246,0.0213623,0.0323486,0.0335693,0.0204468,-0.910034,-0.0201416,0.0271606,0.0149536
19,4,0.0317383,0.00762939,0.0213623,-2.59521,0.00366211,0.0299072,0.0195312,0.038147,0.00152588,-0.311584,-0.0292969,0.0231934,0.0369263
20,0,0.0427246,0.0170898,0.0299072,-3.19214,0.0161743,0.00152588,0.0250244,0.017395,0.0292969,-1.85608,-0.032959,0.010376,0.0250244
20,1,0.0308228,0.0146484,0.00152588,-3.18573,0.0128174,-0.00274658,0.0317383,0.0308228,0.0219727,-2.04071,-0.0378418,0.0402832,0.0360107
20,2,0.0344849,0.0271606,0.0186157,-3.19763,-0.0012207,0.0256348,0.00793457,-0.0219727,0.0186157,-1.81702,-0.0482178,0.03479,0.0363159
20,3,0.0292969,0.0616455,0.020752,-3.14392,0.0274658,0.0146484,0.0619507,0.0326538,0.0518799,-0.0799561,-0.0323486,0.0210571,0.0292969
20,4,0.0531006,0.0415039,0.0210571,-3.05328,-0.00457764,0.0161743,0.017395,0.0335693,0.0231934,-1.41083,-0.0466919,0.015564,0.0198364
21,0,0.0405884,0.0354004,-0.0250244,-2.96478,0.0393677,0.00976562,0.0195312,0.0177002,0.0549316,-1.2088,-0.0137329,0.0265503,0.0228882
21,1,0.0283813,0.00427246,0.022583,-2.85004,0.0253296,0.017395,0.0128174,0.0231934,0.0341797,-1.00494,-0.0265503,0.00762939,0.0238037
21,2,0.0415039,0.0357056,0.0247192,-1.71539,0.0872803,0.00823975,0.0180054,0.0177002,0.0344849,-0.386047,-0.0405884,0.0286865,-0.0106812
21,3,0.0292969,0.0390625,0.00518799,0.290527,0.0183105,0.0796509,0.0238037,0.03479,-0.0350952,0.0228882,-0.0350952,0.0308228,0.0128174
21,4,0.0201416,0.0280762,-0.000305176,2.341,-0.00183105,0.0128174,0.0317383,0.0137329,0.0201416,0.00823975,-0.0299072,0.0186157,0.0088501
22,0,0.0296021,-0.00610352,0.00427246,3.27972,-0.0262451,0.0280762,0.038147,0.0778198,0.0259399,-0.207825,-0.0299072,0.0195312,0.020752
22,1,0.050354,0.0271606,0.00671387,3.1601,0.00701904,0.0259399,0.0186157,0.0366211,0.0125122,0.489197,-0.0424194,0.0372314,0.0320435
22,2,0.0283813,0.000305176,0.00183105,3.10608,0.03479,0.0128174,0.0262451,0.039978,0.00854492,0.379333,-0.0302124,0.0393677,0.0238037
22,3,0.0183105,0.0167847,-0.00915527,3.0603,-0.000305176,0.0305176,0.00366211,0.0231934,0.00579834,0.711975,-0.0238037,0.0286865,0.0195312
22,4,0.0286865,0.0250244,-0.0158691,2.96997,0.0442505,-0.0234985,0.0250244,0.0219727,0.0213623,1.37329,-0.0271606,0.0482178,0.0238037
23,0,0.0317383,0.0189209,0.00549316,2.89703,0.0219727,0.0134277,0.0283813,0.0274658,0.00518799,0.553589,-0.0341797,0.0344849,0.0247192
23,1,0.0268555,0.0305176,-0.00366211,2.84821,-0.0299072,0.0231934,0.0253296,0.0308228,0.0363159,0.814514,-0.00244141,0.0323486,0.00701904
23,2,0.0357056,0.0482178,0.0231934,1.64368,0.0115967,0.0354004,0.0241089,0.0106812,0.090332,0.922241,-0.0274658,0.072937,0.0161743
