Devices
1000
,,Myon - Voltage,,,,,,,,,,,,,
Frame,Sub Frame,GC-M,TA,SOL,VM,VL,RF,BF,ST,GLUT-M,Gracilis,EO,GC-L,Semimembranosus
,,V,V,V,V,V,V,V,V,V,V,V,V,V
18,1,0.0253296,0.055542,0.0109863,0.0250244,-0.0302124,0.0201416,0.0201416,0.0772095,0.032959,0.0250244,-0.0363159,0.0195312,0.0222778
18,2,0.0259399,0.0250244,0.0134277,0.00183105,-0.00335693,0.020752,0.0488281,0.0460815,0.0289917,0.00305176,-0.0283813,0.0186157,0.0253296
18,3,0.0299072,0.0241089,0.027771,0.00946045,0.0128174,0.038147,0.0317383,0.0271606,-0.0292969,0.027771,-0.0250244,0.0292969,0.0137329
18,4,-0.0280762,0.0158691,0.00549316,0.0195312,0.0326538,0.00366211,0.0271606,0.00946045,0.0360107,0.0296021,-0.0286865,0.0280762,0.0253296
19,0,0.0286865,0.0604248,0.00671387,0.0210571,0.00946045,0.00671387,0.0177002,0.0317383,0.0375366,0.00274658,-0.0241089,0.0210571,0.0408936
19,1,0.0177002,0.0350952,0.012207,-0.0286865,0.00793457,0.00274658,0.0845337,0.0387573,0.0592041,-0.0012207,-0.0238037,0.0250244,-0.012207
19,2,0.0515747,0.0570679,0.0119019,0.015564,-0.0109863,0.0265503,0.0354004,0.0363159,0.0393677,0.0286865,-0.0448608,0.00549316,0.0473022
19,3,0.0265503,0.0238037,0.0131226,0.00640869,0.0164795,-0.0012207,0.0344849,0.0204468,0.0454712,0.0585938,-0.0436401,0.0531006,0.050354
19,4,0.0250244,0.0814819,0.0128174,0.0137329,0.0720215,0.0183105,0.0210571,0.0100708,0.0216675,0.0500488,-0.0302124,-0.00305176,0.0320435
20,0,0.0149536,0.0463867,0.00946045,0.0198364,0.0259399,0.0177002,0.0164795,0.0430298,0.032959,0.0402832,-0.0408936,0.0247192,0.0320435
20,1,-0.00579834,0.0344849,0.0326538,0.06073,0.00396729,0.00946045,0.0720215,0.0344849,0.0323486,0.0299072,-0.043335,0.00305176,0.0170898
20,2,0.0396729,0.0323486,-0.0106812,0.0161743,0.0259399,0.00762939,0.0286865,0.032959,0.0180054,0.0378418,-0.0271606,0.0396729,0.0738525
20,3,0.0408936,0.0326538,0.0158691,0.015564,0.0286865,0.00488281,0.0393677,0.017395,0.0296021,0.0411987,-0.0460815,0.0149536,0.0265503
20,4,0.0268555,0.0320435,0.0109863,0.0198364,0.0213623,0.0219727,0.0167847,0.0158691,0.0454712,0.0296021,-0.0396729,0.0149536,0.0476074
21,0,0.0253296,0.0256348,0.0494385,0.0149536,0.0369263,0.0289917,0.020752,0.0253296,0.027771,0.0411987,-0.0317383,0.0238037,0.0125122
21,1,0.0405884,0.00701904,0.0164795,0.0183105,0.015564,0.0204468,0.00640869,0.0308228,0.0216675,0.0308228,-0.0180054,0.0234985,0.0360107
21,2,0.0189209,0.00793457,-0.000915527,0.0119019,0.0183105,0.0238037,0.0177002,0.0201416,0.0289917,-0.00549316,-0.0292969,0.0247192,0.0634766
21,3,0.0350952,0.0299072,0.0088501,0.0152588,0.0384521,0.0183105,0.0369263,0.010376,0.0234985,0.0387573,-0.0192261,0.0204468,0.0204468
21,4,0.00427246,0.0213623,0.0109863,-0.00579834,0.0262451,0.0799561,0.012207,0.0262451,-0.0106812,0.0387573,-0.0305176,-0.0198364,0.0161743
22,0,0.0259399,0.0262451,0.0427246,0.0131226,0.0109863,0.0115967,0.0204468,0.0692749,0.00823975,0.0296021,-0.0234985,0.0341797,0.00579834
22,1,0.038147,0.0393677,0.0253296,0.0198364,-0.00671387,0.0283813,0.0201416,0.0189209,0.0247192,0.020752,-0.0189209,0.00701904,0.0109863
22,2,0.0366211,0.0323486,0.0296021,0.0134277,-0.00610352,0.0271606,0.020752,0.0265503,0.0247192,0.0271606,-0.0683594,0.0158691,0.0134277
22,3,0.0311279,0.0274658,0.0100708,0.00488281,-0.0161743,0.0286865,0.00793457,0.0115967,-0.0283813,0.0244141,-0.0271606,0.0430298,0.0149536
22,4,0.0296021,0.0390625,0.0775146,0.0241089,-0.0387573,-0.0326538,0.0402832,0.0183105,0.0219727,0.0405884,-0.0140381,0.0335693,0.00823975
23,0,0.0167847,0.0204468,0.012207,-0.0183105,0.0012207,0.0164795,-0.00640869,0.0256348,0.0262451,0.0482178,-0.015564,0.0204468,0.0109863
23,1,0.0228882,0.0152588,0.0167847,0.0195312,0.00366211,-0.000305176,0.0198364,0.0454712,0.0323486,0.0231934,-0.0302124,0.045166,0.00366211
23,2,0.0360107,0.0186157,0.00915527,0.0180054,-0.000915527,0.0619507,0.0134277,0.0106812,0.0213623,0.0289917,-0.0317383,-0.0115967,0.0296021
23,3,0.0354004,0.039978,0.0219727,0.00396729,0.0253296,0.0268555,0.00640869,0.0274658,0.0332642,0.0421143,-0.0787354,0.0308228,0.00823975
23,4,0.0271606,0.00701904,0.0332642,0.0393677,0.00366211,0.0137329,0.015564,0.0299072,0.0262451,0.0354004,-0.027771,0.0274658,0.00366211
24,0,0.0430298,0.0158691,0.0302124,0.0195312,0.0564575,0.0271606,0.0131226,0.0372314,0.0253296,0.0445557,-0.0802612,0.0369263,0.00793457
24,1,0.0341797,0.0332642,0.0164795,0.0335693,0.0189209,0.0216675,0.0268555,0.0338745,0.0286865,0.0320435,-0.039978,0.0320435,0.00671387
24,2,0.0244141,0.0244141,0.0268555,0.032959,0.0387573,0.0405884,0.0164795,0.0241089,0.010376,0.0430298,-0.0326538,0.0390625,0.101318
24,3,0.0302124,0.0283813,0.0250244,0.0219727,0.0650024,0.0238037,0.0231934,0.039978,0.0198364,0.0372314,-0.0396729,0.0402832,0.0210571
24,4,0.0259399,0.0442505,0.0326538,0.0299072,0.0439453,0.0152588,0.038147,0.0244141,0.0247192,0.0656128,-0.0234985,0.0396729,0.0549316
25,0,0.0357056,0.0268555,0.00427246,0.00915527,0.0537109,-0.0164795,0.0241089,0.0271606,0.0390625,0.0402832,-0.0341797,0.0326538,0.0256348
25,1,0.0320435,0.038147,0.0222778,0.0244141,0.0567627,0.00732422,0.00823975,0.00518799,0.0912476,0.0518799,-0.038147,0.0747681,0.0234985
25,2,0.0372314,0.0308228,0.0302124,0.0244141,0.0466919,0.00427246,0.0213623,0.0149536,0.0222778,0.0482178,-0.0274658,0.0402832,0.0286865
25,3,0.0189209,0.0247192,-0.0576782,0.0234985,0.0509644,-0.0491333,0.0308228,0.0216675,0.0408936,0.0088501,-0.0247192,0.0396729,0.045166
25,4,0.0247192,0.0396729,-0.0292969,0.0247192,0.0592041,-0.0366211,0.0256348,0.0177002,0.0552368,0.0335693,-0.0549316,0.0927734,0.0408936
26,0,0.0317383,-0.00579834,0.0299072,0.0311279,0.0524902,0.0119019,0.00762939,0.0119019,0.0485229,0.00610352,-0.0299072,0.0390625,0.0289917
26,1,0.055542,0.0357056,0.0213623,0.0106812,0.0317383,0.0189209,0.0180054,0.0326538,0.0305176,0.0317383,-0.045166,0.0125122,0.0390625
26,2,0.0323486,-0.00549316,0.0244141,0.0262451,0.06073,0.00823975,0.0234985,0.0274658,0.0357056,0.0341797,-0.045166,0.0402832,0.0375366
26,3,0.0265503,0.0286865,0.0289917,0.0204468,0.0305176,-0.00152588,0.0402832,0.00488281,0.0161743,0.0164795,-0.022583,0.0213623,0.0430298
26,4,0.0305176,0.0784302,0.022583,0.0115967,-0.0454712,-0.000610352,0.0234985,0.0195312,0.0256348,0.0375366,-0.0360107,0.00915527,0.0384521
27,0,0.0378418,0.0292969,0.027771,0.0344849,-0.0125122,0.0216675,0.000915527,-0.00701904,-0.020752,0.0183105,-0.0167847,0.0112915,0.0485229
27,1,0.0299072,0.0283813,0.0222778,-0.00427246,0.00610352,0.00518799,0.032959,0.00915527,0.0195312,0.0665283,-0.0238037,0.022583,0.00640869
27,2,0.0280762,0.032959,0.0256348,0.00152588,0.00701904,0.0210571,0.0088501,0.032959,0.00640869,-0.0134277,-0.0402832,0.0256348,0.0720215
27,3,0.0360107,0.0320435,0.0305176,0.0140381,0.0143433,0.00640869,0.0238037,0.00488281,0.032959,0.0274658,-0.0375366,0.0286865,0.027771
27,4,0.0335693,0.0430298,0.0357056,0.0216675,0.000305176,0.0134277,0.0564575,0.015564,0.0228882,0.0344849,-0.0283813,0.0378418,0.0469971
28,0,0.0296021,0.0384521,0.0488281,0.0195312,-0.0482178,0.0152588,0.0296021,0.00610352,0.0088501,0.0204468,-0.0448608,0.0518799,0.0488281
28,1,0.0320435,0.0335693,0.0256348,0.0357056,-0.00152588,0.000915527,0.038147,0.00732422,0.0280762,0.0784302,-0.0405884,0.0186157,0.0839233
28,2,0.020752,0.0363159,0.043335,0.0140381,0.0112915,0.0494385,0.0436401,0.0180054,-0.027771,0.0497437,-0.0247192,-0.0241089,0.0326538
28,3,0.0192261,0.0396729,0.0775146,0.03479,0.00152588,-0.0186157,0.0125122,0.012207,0.0485229,0.00671387,-0.0415039,0.0421143,0.0192261
28,4,0.0201416,0.0231934,0.0292969,0.0311279,-0.0012207,-0.010376,0.00274658,0.0344849,-0.0109863,0.0241089,-0.0421143,0.0384521,0.03479
29,0,0.0180054,0.0296021,0.0396729,0.0320435,0.0234985,0.0164795,0.0177002,0.0192261,0.0244141,0.00366211,-0.0421143,0.0262451,0.0317383
29,1,-0.00579834,0.0238037,0.0421143,-0.00579834,0.0146484,0.0302124,-0.0170898,0.0222778,0.0360107,0.0289917,-0.0210571,0.0189209,0.0335693
29,2,0.0479126,-0.00732422,0.0210571,0.0259399,0.0292969,0.0271606,0.0164795,0.0363159,0.0302124,0.022583,-0.043335,0.0195312,0.0296021
29,3,0.0411987,0.0259399,0.0320435,0.0231934,0.0149536,0.017395,0.0131226,0.0286865,0.0186157,0.00213623,-0.0286865,0.0326538,-0.0109863
29,4,0.0253296,0.0491333,0.022583,0.0183105,0.027771,0.0170898,0.0198364,0.027771,0.0186157,0.0317383,-0.0256348,-0.0421143,0.0299072
30,0,0.0268555,0.0219727,0.0183105,0.0222778,-0.017395,0.0238037,0.0177002,-0.00732422,0.0183105,0.0250244,-0.0167847,0.022583,0.0143433
30,1,0.0283813,0.0271606,0.00701904,0.0289917,0.0149536,0.0201416,0.0167847,0.0299072,0.0195312,0.0335693,-0.0231934,0.0372314,0.0317383
30,2,0.090332,0.027771,0.0125122,0.0274658,0.0100708,0.0253296,-0.000305176,0.0219727,0.0112915,0.0338745,-0.010376,0.0180054,0.00976562
30,3,0.03479,0.045166,-0.0143433,0.027771,0.017395,0.0259399,-0.000610352,0.0302124,0.0149536,0.0244141,-0.0531006,0.0326538,0.0146484
30,4,0.0204468,0.0350952,0.0262451,0.039978,0.00396729,-0.00488281,0.00793457,0.0326538,-0.0259399,0.0408936,-0.0177002,0.0408936,0.00549316
31,0,0.0265503,0.022583,-0.0012207,0.0283813,0.0106812,0.0100708,0.00823975,0.0219727,0.0262451,0.032959,-0.022583,0.0534058,0.0299072
31,1,0.0317383,-0.00640869,-0.0119019,0.0469971,0.0299072,0.0396729,0.017395,0.0213623,0.0283813,0.0299072,-0.0332642,-0.000915527,0.0192261
31,2,0.0314331,0.0357056,0.010376,0.0296021,0.0271606,0.0012207,0.00152588,0.0283813,0.0219727,0.0228882,-0.0167847,0.0338745,0.0241089
31,3,0.0286865,0.0460815,0.00854492,0.0131226,0.0204468,0.00518799,0.0137329,0.032959,0.0332642,0.0341797,-0.0195312,0.0375366,0.0131226
31,4,0.0280762,0.0289917,0.0012207,0.0335693,0.00274658,0.0320435,0.0088501,0.0390625,0.0271606,0.0299072,-0.0222778,0.0296021,0.0177002
32,0,0.0421143,0.0268555,0.0250244,0.0250244,0.0189209,-0.00518799,0.0158691,0.0152588,0.0152588,-0.00762939,-0.0405884,0.0350952,0.0219727
32,1,0.0265503,0.0314331,0.0302124,0.0372314,0.0222778,0.0228882,0.0201416,0.0262451,0.0274658,0.0177002,-0.0360107,0.0317383,0.0283813
32,2,0.0299072,0.0323486,-0.0161743,0.0384521,-0.00274658,-0.0149536,-0.00488281,0.0140381,0.0518799,0.0161743,-0.0271606,0.0250244,0.00732422
32,3,0.0201416,0.0637817,0.020752,0.0268555,0.0494385,0.00823975,0.0125122,0.0579834,0.0256348,0.0231934,-0.0289917,0.0375366,0.017395
32,4,0.0241089,0.0396729,0.012207,0.0222778,0.0012207,0.0259399,0.00915527,0.00152588,0.0222778,0.0112915,-0.0183105,0.00366211,0.0262451
33,0,0.0405884,0.00640869,0.0335693,0.0375366,0.03479,0.0167847,0.0115967,0.0161743,0.0289917,0.00152588,-0.0292969,-0.0244141,0.0222778
33,1,0.0366211,0.0299072,0.0320435,0.03479,0.0296021,0.0350952,0.0146484,0.012207,0.0219727,0.017395,-0.0262451,0.0839233,0.0299072
33,2,0.0268555,0.022583,0.00671387,0.0314331,0.0610352,-0.0128174,0.0177002,0.0231934,-0.0411987,0.0106812,-0.0292969,0.0012207,0.0442505
