Trajectories
100
,,Subj:LASI,,,Subj:RASI,,,Subj:LPSI,,,Subj:RPSI,,,Subj:LTHI,,,Subj:LKNE,,,Subj:LTIB,,,Subj:LANK,,,Subj:LHEE,,,Subj:LTOE,,,Subj:RTHI,,,Subj:RKNE,,,Subj:RTIB,,,Subj:RANK,,,Subj:RHEE,,,Subj:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
34,0,175.021,475.456,1139.28,178.115,204.611,1139.33,-31.0413,376.798,1212.27,-22.3267,272.547,1201.28,94.2679,527.969,864.183,80.0898,491.52,666.693,23.5218,482.779,498.001,10.1002,405.026,242.818,-51.1554,352.533,200.409,161.509,409.577,194.161,189.982,145.962,852.309,209.762,169.616,661.7,62.1693,156.409,510.681,-93.5125,193.768,368.181,-176.12,233.69,387.872,-41.1355,212.182,230.882
35,0,173.564,476.017,1139.2,176.452,204.855,1139.76,-32.5672,377.643,1212.06,-24.0378,273.499,1201.15,91.9411,528.083,863.951,76.5628,491.689,666.461,19.0613,482.889,498.053,4.19418,405.018,243.027,-57.2293,352.575,200.922,155.28,409.484,193.972,191.963,145.446,853.832,216.473,169.615,664.093,70.777,156.248,511.56,-83.2399,193.354,367.142,-166.775,233.223,384.326,-26.1342,211.214,232.821
36,0,172.042,476.479,1139.23,174.743,205.009,1140.23,-34.1109,378.422,1211.91,-25.7783,274.383,1201.11,89.6386,528.104,863.77,73.0364,491.795,666.295,14.5885,482.969,498.175,-1.71198,405.027,243.308,-63.3075,352.655,201.524,149.049,409.395,193.792,193.612,144.907,855.425,222.763,169.621,666.635,79.4561,156.109,512.183,-72.3573,192.958,365.341,-156.826,232.733,379.681,-10.0999,210.292,234.387
37,0,170.458,476.843,1139.35,173,205.08,1140.76,-35.6618,379.137,1211.83,-27.5374,275.194,1201.16,87.3491,528.035,863.641,69.5071,491.839,666.199,10.1037,483.021,498.371,-7.62164,405.056,243.665,-69.396,352.775,202.217,142.814,409.311,193.622,194.955,144.352,857.086,228.604,169.63,669.296,88.1982,155.988,512.542,-60.8492,192.584,362.801,-146.214,232.237,374,6.85136,209.405,235.581
38,0,168.817,477.113,1139.56,171.235,205.071,1141.34,-37.2098,379.785,1211.82,-29.3041,275.931,1201.29,85.0624,527.88,863.564,65.9726,491.825,666.173,5.60816,483.044,498.641,-13.5374,405.106,244.098,-75.5002,352.938,203,136.573,409.232,193.462,196.019,143.788,858.808,233.972,169.637,672.045,96.994,155.886,512.636,-48.7025,192.236,359.564,-134.883,231.755,367.365,24.6075,208.539,236.415
39,0,167.124,477.29,1139.87,169.462,204.989,1141.98,-38.7453,380.367,1211.9,-31.0673,276.59,1201.53,82.7701,527.644,863.537,62.4321,491.756,666.218,1.10436,483.041,498.988,-19.4608,405.177,244.609,-81.6246,353.143,203.876,130.324,409.159,193.311,196.837,143.219,860.586,238.849,169.639,674.85,105.833,155.8,512.472,-35.9076,191.917,355.685,-122.779,231.301,359.873,43.0638,207.683,236.918
40,0,165.388,477.379,1140.27,167.696,204.84,1142.68,-40.2593,380.879,1212.05,-32.8161,277.168,1201.86,80.4662,527.333,863.558,58.8864,491.634,666.331,-3.40413,483.011,499.41,-25.3923,405.268,245.196,-87.7725,353.388,204.842,124.065,409.091,193.169,197.437,142.646,862.413,243.216,169.634,677.675,114.704,155.731,512.06,-22.4605,191.631,351.236,-109.862,230.89,351.64,62.1243,206.827,237.131
41,0,163.616,477.385,1140.76,165.952,204.629,1143.43,-41.7438,381.319,1212.28,-34.5392,277.664,1202.27,78.1474,526.953,863.625,55.3376,491.463,666.51,-7.91282,482.955,499.905,-31.3311,405.378,245.857,-93.9453,353.669,205.897,117.795,409.028,193.034,197.85,142.069,864.278,247.061,169.616,680.485,123.592,155.678,511.418,-8.36439,191.383,346.301,-96.1003,230.532,342.792,81.7024,205.969,237.104
42,0,161.82,477.313,1141.31,164.244,204.364,1144.23,-43.1911,381.683,1212.59,-36.2254,278.072,1202.78,75.8126,526.509,863.734,51.7894,491.245,666.75,-12.4165,482.873,500.47,-37.2754,405.501,246.589,-100.143,353.98,207.038,111.511,408.969,192.904,198.102,141.483,866.17,250.379,169.585,683.245,132.479,155.641,510.569,6.36808,191.175,340.977,-81.4815,230.234,333.465,101.719,205.114,236.895
43,0,160.01,477.168,1141.93,162.588,204.048,1145.08,-44.5942,381.965,1212.95,-37.8634,278.389,1203.36,73.4639,526.007,863.88,48.2467,490.985,667.046,-16.9097,482.765,501.1,-43.2223,405.633,247.388,-106.363,354.312,208.263,105.212,408.912,192.778,198.218,140.882,868.076,253.165,169.538,685.92,141.346,155.621,509.541,21.7129,191.012,335.368,-66.0105,230.001,323.805,122.103,204.277,236.565
44,0,158.2,476.956,1142.6,161.001,203.689,1145.97,-45.9468,382.16,1213.38,-39.4418,278.611,1204.01,71.1055,525.452,864.059,44.7155,490.683,667.391,-21.3866,482.631,501.789,-49.1682,405.769,248.248,-112.602,354.656,209.567,98.8965,408.857,192.654,198.218,140.258,869.979,255.426,169.473,688.479,150.168,155.621,508.364,37.6327,190.899,329.585,-49.7137,229.835,313.964,142.785,203.48,236.176
45,0,156.403,476.682,1143.3,159.497,203.291,1146.88,-47.2428,382.26,1213.84,-40.949,278.733,1204.71,68.7438,524.85,864.267,41.2025,490.344,667.779,-25.8415,482.472,502.534,-55.109,405.901,249.166,-118.854,355.002,210.945,92.5637,408.801,192.529,198.115,139.601,871.859,257.171,169.392,690.891,158.92,155.64,507.072,54.0748,190.839,323.739,-32.6418,229.739,304.094,163.694,202.753,235.788
46,0,154.636,476.355,1144.02,158.093,202.858,1147.81,-48.4765,382.258,1214.34,-42.3734,278.749,1205.45,66.387,524.206,864.498,37.7148,489.97,668.204,-30.2691,482.288,503.325,-61.0406,406.025,250.134,-125.114,355.34,212.394,86.2118,408.743,192.403,197.921,138.903,873.695,258.418,169.294,693.131,167.569,155.681,505.699,70.9693,190.837,317.943,-14.8704,229.712,294.346,184.759,202.13,235.456
47,0,152.915,475.978,1144.75,156.803,202.396,1148.74,-49.6425,382.145,1214.87,-43.7033,278.654,1206.22,64.0448,523.524,864.746,34.2598,489.563,668.657,-34.6646,482.079,504.159,-66.959,406.135,251.148,-131.375,355.661,213.907,79.8389,408.68,192.273,197.642,138.153,875.462,259.192,169.182,695.176,176.082,155.747,504.278,88.2286,190.901,312.303,3.49846,229.758,284.865,205.896,201.647,235.226
48,0,151.256,475.559,1145.46,155.644,201.908,1149.66,-50.7351,381.913,1215.39,-44.927,278.443,1207,61.7276,522.808,865.007,30.8449,489.125,669.133,-39.0236,481.847,505.028,-72.8608,406.226,252.201,-137.63,355.957,215.481,73.4433,408.613,192.139,197.283,137.346,877.135,259.523,169.057,697.008,184.421,155.84,502.84,105.746,191.035,306.917,22.3365,229.878,275.789,227.013,201.338,235.134
49,0,149.679,475.102,1146.15,154.628,201.397,1150.56,-51.7489,381.553,1215.91,-46.0328,278.11,1207.76,59.4466,522.064,865.275,27.4774,488.659,669.623,-43.3426,481.592,505.927,-78.7437,406.296,253.29,-143.873,356.223,217.109,67.0225,408.538,192.001,196.846,136.476,878.686,259.449,168.924,698.613,192.545,155.963,501.415,123.397,191.247,301.871,41.4903,230.077,267.239,248.002,201.235,235.203
50,0,148.199,474.613,1146.79,153.771,200.866,1151.43,-52.6778,381.06,1216.41,-47.0092,277.651,1208.5,57.2131,521.294,865.544,24.1642,488.167,670.123,-47.6185,481.318,506.851,-84.6061,406.343,254.409,-150.099,356.456,218.788,60.5742,408.456,191.859,196.332,135.542,880.09,259.015,168.786,699.982,200.413,156.119,500.027,141.038,191.543,297.237,60.7833,230.362,259.323,268.74,201.36,235.439
51,0,146.835,474.098,1147.38,153.084,200.318,1152.25,-53.5159,380.424,1216.87,-47.8452,277.061,1209.2,55.0381,520.503,865.81,20.9118,487.65,670.625,-51.8487,481.025,507.794,-90.4477,406.368,255.555,-156.305,356.656,220.514,54.0957,408.365,191.713,195.745,134.549,881.32,258.268,168.65,701.11,207.979,156.311,498.695,158.512,191.93,293.068,80.019,230.741,252.126,289.086,201.727,235.831
52,0,145.603,473.559,1147.9,152.578,199.753,1153.01,-54.2567,379.643,1217.28,-48.5301,276.337,1209.84,52.9324,519.695,866.069,17.7268,487.11,671.126,-56.0308,480.716,508.753,-96.2692,406.374,256.727,-162.487,356.826,222.283,47.5847,408.265,191.564,195.09,133.504,882.356,257.263,168.52,701.997,215.198,156.543,497.433,175.648,192.414,289.399,98.9847,231.223,245.71,308.886,202.34,236.353
53,0,144.52,473,1148.34,152.265,199.173,1153.7,-54.8932,378.712,1217.63,-49.0538,275.477,1210.41,50.906,518.873,866.315,14.6153,486.55,671.621,-60.1625,480.394,509.726,-102.073,406.364,257.922,-168.647,356.972,224.094,41.039,408.156,191.416,194.38,132.422,883.178,256.054,168.402,702.646,222.024,156.818,496.248,192.265,193.001,286.243,117.458,231.818,240.113,327.97,203.193,236.96
54,0,143.6,472.425,1148.68,152.153,198.579,1154.3,-55.4184,377.63,1217.91,-49.4073,274.481,1210.88,48.9685,518.04,866.545,11.5835,485.969,672.105,-64.2411,480.061,510.709,-107.86,406.345,259.14,-174.784,357.102,225.945,34.4567,408.038,191.269,193.631,131.323,883.774,254.7,168.302,703.064,228.413,157.138,495.141,208.179,193.696,283.593,135.21,232.535,235.346,346.163,204.271,237.597
55,0,142.856,471.834,1148.92,152.248,197.97,1154.81,-55.8248,376.398,1218.1,-49.5824,273.349,1211.26,47.1288,517.2,866.757,8.63806,485.37,672.576,-68.2633,479.722,511.702,-113.636,406.323,260.382,-180.902,357.225,227.836,27.8369,407.912,191.126,192.869,130.232,884.136,253.257,168.225,703.261,234.323,157.507,494.107,223.207,194.5,281.423,152.017,233.379,231.395,363.283,205.55,238.195
